name,URI,synonym,comment,superclass,asserts
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",http://purl.obolibrary.org/obo/CL_0000763,
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",http://purl.obolibrary.org/obo/CL_0001012,
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",http://purl.obolibrary.org/obo/CL_0011026,
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",http://purl.obolibrary.org/obo/CL_1001610,
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000001865
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000001944
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000007858
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000007857
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/GO_0030851
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/GO_0030225
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/UBERON_0002371
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000005307
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000001865
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000001944
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/GO_0030851
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000007858
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000007857
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/GO_0030225
granulocyte monocyte progenitor cell,http://purl.obolibrary.org/obo/CL_0000557,colony forming unit granulocyte macrophage,"Originally described in the dendritic cell ontology (DC_CL:0000042)(PMID:19243617). GMPs are reportedly CD16-positive, CD32-positive, CD34-positive, CD38-positive, CD45RA-positive, CD110-negative, CD117-positive, CD123-positive, and SCA1-negative.",,http://purl.obolibrary.org/obo/PR_000005307
neural crest cell,http://purl.obolibrary.org/obo/CL_0000333,,,http://purl.obolibrary.org/obo/CL_0000219,
neural crest cell,http://purl.obolibrary.org/obo/CL_0000333,,,http://purl.obolibrary.org/obo/CL_0011026,
neural crest cell,http://purl.obolibrary.org/obo/CL_0000333,,,http://purl.obolibrary.org/obo/CL_0011012,
neural crest cell,http://purl.obolibrary.org/obo/CL_0000333,,,,http://purl.obolibrary.org/obo/CL_0007004
embryonic stem cell,http://purl.obolibrary.org/obo/CL_0002322,ESC,"This is an in vitro cell type and may be removed in future releases. These cells are reportedly SSEA-4-positive, CD73-negative, and CD324-positive.",http://purl.obolibrary.org/obo/CL_0000034,
embryonic stem cell,http://purl.obolibrary.org/obo/CL_0002322,ESC,"This is an in vitro cell type and may be removed in future releases. These cells are reportedly SSEA-4-positive, CD73-negative, and CD324-positive.",http://purl.obolibrary.org/obo/CL_0002321,
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",http://purl.obolibrary.org/obo/CL_0000946,
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0019814
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0019814
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/PR_000001935
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/CL_0000980
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0042613
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0042613
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/CP_0000043
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0005794
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/PR_000001289
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/CP_0000043
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/PR_000001289
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/GO_0005794
plasma cell,http://purl.obolibrary.org/obo/CL_0000786,plasma B cell,"Plasma cells develop in the spleen and migrate to the bone marrow. Plasma cells are also reportedly CD5-negative, CD10-negative, CD19-positive, CD20-negative, CD21-negative, CD22-negative, CD23-negative, CD24-negative, CD25-negative, CD27-positive, CD34-negative, CD38-positive, CD40-positive, CD43-positive, CD45-positive, CD48-positive, CD53-low, CD80-negative, CD81-positive, CD86-positive, CD95-positive, CD196-negative, CD229-positive, CD270-positive, CD352-positive, CD361-positive, and IgD-negative. Transcription factors: BLIMP1-positive, IRF4-positive, PAX5-negative, SpiB-negative, Ets1-negative, and XBP1-positive.",,http://purl.obolibrary.org/obo/PR_000001935
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T-cell,,http://purl.obolibrary.org/obo/CL_0000624,
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T-cell,,,http://purl.obolibrary.org/obo/GO_0001816
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T-cell,,,http://purl.obolibrary.org/obo/CL_0000896
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T-cell,,,http://purl.obolibrary.org/obo/GO_0030217
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T-cell,,,http://purl.obolibrary.org/obo/GO_0001816
mesenchymal stem cell of the bone marrow,http://purl.obolibrary.org/obo/CL_0002540,,,http://purl.obolibrary.org/obo/CL_0002092,
mesenchymal stem cell of the bone marrow,http://purl.obolibrary.org/obo/CL_0002540,,,http://purl.obolibrary.org/obo/CL_0000134,
mesenchymal stem cell of the bone marrow,http://purl.obolibrary.org/obo/CL_0002540,,,,http://purl.obolibrary.org/obo/UBERON_0002371
intestinal epithelial cell,http://purl.obolibrary.org/obo/CL_0002563,,,http://purl.obolibrary.org/obo/CL_0002251,
intestinal epithelial cell,http://purl.obolibrary.org/obo/CL_0002563,,,,http://purl.obolibrary.org/obo/UBERON_0001277
intestinal epithelial cell,http://purl.obolibrary.org/obo/CL_0002563,,,,http://purl.obolibrary.org/obo/UBERON_0000160
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,http://purl.obolibrary.org/obo/CL_0000066,
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,http://purl.obolibrary.org/obo/CL_0000417,
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,http://purl.obolibrary.org/obo/CL_0002371,
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,,http://purl.obolibrary.org/obo/CL_0005026
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,,http://purl.obolibrary.org/obo/UBERON_0002107
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,,http://purl.obolibrary.org/obo/GO_0006699
hepatocyte,http://purl.obolibrary.org/obo/CL_0000182,,Hepatocytes are reportedly MHC Class I-positive and MHC Class II-positive.,,http://purl.obolibrary.org/obo/GO_0098754
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,http://purl.obolibrary.org/obo/CL_0002242,
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,http://purl.obolibrary.org/obo/CL_0000988,
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,http://purl.obolibrary.org/obo/CL_0000219,
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/NCBITaxon_7742
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/CL_0000037
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/GO_0001667
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/PATO_0002505
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/UBERON_0002405
leukocyte,http://purl.obolibrary.org/obo/CL_0000738,white blood cell,,,http://purl.obolibrary.org/obo/GO_0001667
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",http://purl.obolibrary.org/obo/CL_0000362,
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",http://purl.obolibrary.org/obo/CL_0000237,
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",,http://purl.obolibrary.org/obo/GO_0002776
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",,http://purl.obolibrary.org/obo/GO_0090023
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",,http://purl.obolibrary.org/obo/UBERON_0001003
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",,http://purl.obolibrary.org/obo/UBERON_0001003
keratinocyte,http://purl.obolibrary.org/obo/CL_0000312,keratinized cell of epidermis,"Keratinocytes are reportedly CDw210a-negative, CDw210b-positive, CD281-positive, CD282-positive, CD285-positive, IL22Ra1-positive, Human keratinocytes are reportedly capable of secreting BD-2, BD-3, hCAP-18, CXCL1, CXCL5, CXCL8, elafin, MMP-3, NGAL, PDGF-A, S100A7, S100A8, and S100A9. Transcription factors: STAT3-positive.",,http://purl.obolibrary.org/obo/GO_0002775
peripheral blood mononuclear cell,http://purl.obolibrary.org/obo/CL_2000001,,,http://purl.obolibrary.org/obo/CL_0000080,
peripheral blood mononuclear cell,http://purl.obolibrary.org/obo/CL_2000001,,,http://purl.obolibrary.org/obo/CL_0000842,
peripheral blood mononuclear cell,http://purl.obolibrary.org/obo/CL_2000001,,,,http://purl.obolibrary.org/obo/UBERON_0000178
peripheral blood mononuclear cell,http://purl.obolibrary.org/obo/CL_2000001,,,,http://purl.obolibrary.org/obo/UBERON_0000178
oocyte,http://purl.obolibrary.org/obo/CL_0000023,,,http://purl.obolibrary.org/obo/CL_0000021,
oocyte,http://purl.obolibrary.org/obo/CL_0000023,,,http://purl.obolibrary.org/obo/CL_0000548,
oocyte,http://purl.obolibrary.org/obo/CL_0000023,,,,http://purl.obolibrary.org/obo/GO_0007143
zygote,http://purl.obolibrary.org/obo/CL_0000365,,,http://purl.obolibrary.org/obo/CL_0000007,
zygote,http://purl.obolibrary.org/obo/CL_0000365,,,http://purl.obolibrary.org/obo/CL_0010017,
zygote,http://purl.obolibrary.org/obo/CL_0000365,,,,http://purl.obolibrary.org/obo/NCBITaxon_33208
totipotent stem cell,http://purl.obolibrary.org/obo/CL_0000052,totipotential stem cell,,http://purl.obolibrary.org/obo/CL_0000723,
morula cell,http://purl.obolibrary.org/obo/CL_0000360,,,http://purl.obolibrary.org/obo/CL_0000007,
morula cell,http://purl.obolibrary.org/obo/CL_0000360,,,,http://purl.obolibrary.org/obo/UBERON_0000085
blastoderm cell,http://purl.obolibrary.org/obo/CL_0000353,blastomere,,http://purl.obolibrary.org/obo/CL_0000007,
group 1 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001067,,,http://purl.obolibrary.org/obo/CL_0001065,
group 1 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001067,,,,http://purl.obolibrary.org/obo/GO_0032609
group 1 innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001067,,,,http://purl.obolibrary.org/obo/GO_0032609
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,http://purl.obolibrary.org/obo/CL_0001067,
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001889
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/GO_0050776
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001289
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/CL_0000825
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/PR_000001889
natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,NK cell,,,http://purl.obolibrary.org/obo/GO_0002228
